resistance_ohm,frequency_Hz,I_P_PP,I_P_AMP,I_P_AVG,I_OUT_AMP,I_OUT_AVG,I_IN_AMP,I_IN_AVG,V_SW_FREQ,V_SW_AMP,V_OUT_AVG,V_OUT_PP,V_SEC_AMP
5.0,320000.0,2.5,2.5,-0.65,0.01,0.32616,9.9e+37,0.0896,321000.0,24.0,1.50888,0.08,5.6
5.0,321000.0,2.5,2.5,-0.68,0.01,0.32595,9.9e+37,0.0883,321000.0,24.0,1.49927,0.09,5.6
5.0,322000.0,2.5,2.5,-0.68,0.01,0.32388,9.9e+37,0.0878,321000.0,24.0,1.49667,0.07,5.6
5.0,323000.0,2.5,2.5,-0.66,0.012,0.32104,9.9e+37,0.0882,325000.0,24.0,1.48804,0.08,5.6
5.0,324000.0,2.5,2.5,-0.68,0.014,0.32286,0.031,0.0869,325000.0,24.0,1.49208,0.08,5.6
5.0,325000.0,2.5,2.5,-0.68,0.01,0.31897,9.9e+37,0.0876,325000.0,24.0,1.48288,0.07,5.6
5.0,326000.0,2.5,2.5,-0.66,0.01,0.32008,9.9e+37,0.0874,325000.0,24.0,1.47047,0.08,5.6
5.0,327000.0,2.5,2.5,-0.64,0.01,0.31723,0.031,0.0878,329000.0,24.0,1.46997,0.08,5.6
5.0,328000.0,2.5,2.5,-0.66,0.01,0.31582,0.031,0.0879,329000.0,24.0,1.45702,0.07,5.6
5.0,329000.0,2.5,2.5,-0.67,0.01,0.31687,0.031,0.0868,329000.0,24.0,1.45777,0.08,5.6
5.0,330000.0,2.5,2.5,-0.64,0.01,0.31413,9.9e+37,0.086,329000.0,24.0,1.45015,0.08,5.6
5.0,331000.0,2.8,2.8,-0.69,0.01,0.31411,9.9e+37,0.0863,331000.0,24.0,1.44444,0.07,5.6
5.0,332000.0,2.5,2.5,-0.68,0.01,0.31162,0.031,0.0861,333000.0,24.0,1.43965,0.08,5.6
5.0,333000.0,2.5,2.5,-0.7,0.01,0.31093,0.031,0.0849,333000.0,24.0,1.42831,0.08,5.6
5.0,334000.0,2.5,2.5,-0.65,0.01,0.31136,9.9e+37,0.0849,333000.0,24.0,1.43268,0.08,5.6
5.0,335000.0,2.5,2.5,-0.69,0.01,0.30879,9.9e+37,0.0848,333000.0,24.0,1.41569,0.07,5.6
5.0,336000.0,2.5,2.5,-0.69,0.015,0.30799,9.9e+37,0.0868,338000.0,24.0,1.40692,0.08,5.6
5.0,337000.0,2.5,2.5,-0.64,0.01,0.30681,0.031,0.0871,338000.0,24.0,1.4078,0.07,5.6
5.0,338000.0,2.5,2.5,-0.71,0.01,0.30428,9.9e+37,0.0859,338000.0,24.0,1.40574,0.08,5.6
5.0,339000.0,2.5,2.5,-0.68,0.01,0.30318,9.9e+37,0.085,338000.0,24.0,1.39596,0.08,5.6
5.0,340000.0,2.5,2.5,-0.69,0.01,0.30205,0.031,0.085,338000.0,24.0,1.39298,0.08,5.6
5.0,341000.0,2.5,2.5,-0.69,0.01,0.30225,9.9e+37,0.085,342000.0,24.0,1.37936,0.08,5.6
5.0,342000.0,2.5,2.5,-0.73,0.01,0.30135,9.9e+37,0.0836,342000.0,24.0,1.37689,0.08,5.6
5.0,343000.0,2.5,2.5,-0.67,0.01,0.301,9.9e+37,0.0843,342000.0,24.0,1.37529,0.07,5.6
5.0,344000.0,2.5,2.5,-0.69,0.01,0.29829,9.9e+37,0.0834,342000.0,24.0,1.36213,0.09,5.6
5.0,345000.0,2.5,2.5,-0.67,0.014,0.2978,0.031,0.0824,347000.0,24.0,1.36651,0.09,5.6
5.0,346000.0,2.5,2.5,-0.68,0.01,0.29569,0.031,0.0853,347000.0,24.0,1.35749,0.08,5.6
5.0,347000.0,2.5,2.5,-0.7,0.01,0.29478,0.031,0.0838,347000.0,24.0,1.34765,0.1,5.2
5.0,348000.0,2.5,2.5,-0.7,0.01,0.29584,0.031,0.0849,347000.0,24.0,1.35439,0.08,5.2
5.0,349000.0,2.5,2.5,-0.69,0.01,0.29172,9.9e+37,0.0841,347000.0,24.0,1.33768,0.08,5.2
5.0,350000.0,2.5,2.5,-0.7,0.012,0.29197,9.9e+37,0.0836,352000.0,24.0,1.34013,0.08,5.2
5.0,351000.0,2.5,2.5,-0.7,0.01,0.29365,9.9e+37,0.0839,352000.0,24.0,1.34056,0.07,5.2
5.0,352000.0,2.5,2.5,-0.66,0.01,0.28948,0.031,0.0825,352000.0,24.0,1.33169,0.07,5.2
5.0,353000.0,2.5,2.5,-0.7,0.01,0.28917,9.9e+37,0.0823,352000.0,24.0,1.3285,0.09,5.6
5.0,354000.0,2.5,2.5,-0.64,0.01,0.29011,9.9e+37,0.0841,352000.0,24.0,1.31604,0.07,5.2
5.0,355000.0,2.5,2.5,-0.69,0.01,0.28683,9.9e+37,0.083,355000.0,24.0,1.35402,0.08,5.6
5.0,356000.0,2.5,2.5,-0.68,0.01,0.28915,0.031,0.0824,357000.0,24.0,1.30081,0.08,5.2
5.0,357000.0,2.5,2.5,-0.67,0.01,0.28734,0.031,0.0838,357000.0,24.0,1.29408,0.1,5.2
5.0,358000.0,2.5,2.5,-0.68,0.01,0.2845,0.031,0.0835,357000.0,24.0,1.30142,0.09,5.2
5.0,359000.0,2.8,2.5,-0.69,0.01,0.28548,0.031,0.0822,357000.0,24.0,1.2949,0.08,5.2
5.0,360000.0,2.5,2.5,-0.69,0.01,0.28469,9.9e+37,0.0823,360000.0,24.0,1.29732,0.09,5.2
5.0,361000.0,2.2,2.2,-0.69,0.01,0.28189,0.031,0.0836,362000.0,24.0,1.28053,0.09,5.2
5.0,362000.0,2.5,2.5,-0.68,0.01,0.28112,9.9e+37,0.0818,362000.0,24.0,1.27894,0.07,5.2
5.0,363000.0,2.5,2.5,-0.68,0.01,0.28118,0.031,0.0834,362000.0,24.0,1.27331,0.08,4.8
5.0,364000.0,2.2,2.2,-0.69,0.01,0.27964,9.9e+37,0.082,362000.0,24.0,1.26477,0.1,5.2
5.0,365000.0,2.5,2.5,-0.65,0.01,0.28017,0.031,0.0833,365000.0,24.0,1.27097,0.08,5.2
5.0,366000.0,2.5,2.5,-0.67,0.01,0.27893,9.9e+37,0.0815,368000.0,24.0,1.2543,0.09,4.8
5.0,367000.0,2.2,2.2,-0.67,0.01,0.27698,9.9e+37,0.0796,368000.0,24.0,1.25834,0.07,4.8
5.0,368000.0,2.2,2.2,-0.67,0.01,0.27905,9.9e+37,0.0808,368000.0,24.0,1.25589,0.09,5.2
5.0,369000.0,2.5,2.5,-0.67,0.01,0.27634,9.9e+37,0.0803,368000.0,24.0,1.24451,0.09,4.8
5.0,370000.0,2.2,2.2,-0.7,0.01,0.27524,0.031,0.0805,370000.0,24.0,1.24279,0.09,5.2
5.0,371000.0,2.5,2.5,-0.68,0.01,0.27525,0.031,0.0806,370000.0,24.0,1.22822,0.08,5.2
5.0,372000.0,2.5,2.5,-0.69,0.01,0.27338,9.9e+37,0.0795,373000.0,24.0,1.22958,0.08,5.2
5.0,373000.0,2.5,2.5,-0.64,0.01,0.27344,9.9e+37,0.0808,373000.0,24.0,1.22919,0.09,4.8
5.0,374000.0,2.2,2.2,-0.65,0.01,0.27179,9.9e+37,0.0802,373000.0,24.0,1.2289,0.09,5.2
5.0,375000.0,2.5,2.5,-0.67,0.01,0.26908,9.9e+37,0.0818,376000.0,24.0,1.2297,0.07,4.8
5.0,376000.0,2.2,2.2,-0.7,0.01,0.2701,9.9e+37,0.0818,376000.0,24.0,1.21863,0.09,4.8
5.0,377000.0,2.2,2.2,-0.69,0.01,0.26905,9.9e+37,0.0805,379000.0,24.0,1.2127,0.09,4.8
5.0,378000.0,2.5,2.5,-0.66,0.01,0.26762,9.9e+37,0.0806,379000.0,24.0,1.21137,0.08,5.2
5.0,379000.0,2.2,2.2,-0.68,0.01,0.26794,0.031,0.0807,379000.0,24.0,1.20395,0.08,4.8
5.0,380000.0,2.5,2.5,-0.64,0.01,0.26611,0.031,0.0797,379000.0,24.0,1.21612,0.08,5.2
5.0,381000.0,2.5,2.5,-0.66,0.01,0.26665,0.031,0.0797,382000.0,24.0,1.20021,0.1,4.8
5.0,382000.0,2.2,2.2,-0.68,0.01,0.26619,0.031,0.0809,382000.0,24.0,1.20112,0.08,4.8
5.0,383000.0,2.5,2.5,-0.65,0.01,0.26421,0.031,0.0824,382000.0,24.0,1.18799,0.08,5.2
5.0,384000.0,2.5,2.5,-0.67,0.01,0.26474,0.031,0.0811,385000.0,24.0,1.19204,0.08,5.2
5.0,385000.0,2.5,2.5,-0.67,0.015,0.26293,9.9e+37,0.0795,385000.0,24.0,1.18073,0.09,4.8
5.0,386000.0,2.2,2.2,-0.7,0.01,0.26223,9.9e+37,0.0796,385000.0,24.0,1.17572,0.09,4.8
5.0,387000.0,2.2,2.2,-0.67,0.01,0.26176,9.9e+37,0.0806,388000.0,24.0,1.17565,0.08,4.8
5.0,388000.0,2.2,2.2,-0.69,0.015,0.26118,9.9e+37,0.0802,388000.0,24.0,1.17272,0.1,5.2
5.0,389000.0,2.5,2.5,-0.69,0.01,0.26007,0.031,0.0788,391000.0,24.0,1.17771,0.1,4.8
5.0,390000.0,2.2,2.2,-0.69,0.015,0.25847,9.9e+37,0.0796,391000.0,24.0,1.16536,0.09,5.2
5.0,391000.0,2.5,2.5,-0.68,0.01,0.25804,0.031,0.0788,391000.0,24.0,1.14957,0.09,4.8
5.0,392000.0,2.2,2.2,-0.7,0.01,0.25737,0.031,0.075,394000.0,24.0,1.1628,0.08,5.2
5.0,393000.0,2.2,2.2,-0.68,0.01,0.25679,0.031,0.0792,394000.0,24.0,1.15369,0.09,5.2
5.0,394000.0,2.2,2.2,-0.66,0.01,0.25545,9.9e+37,0.0801,394000.0,24.0,1.15417,0.1,4.8
5.0,395000.0,2.5,2.5,-0.67,0.01,0.25292,9.9e+37,0.0791,394000.0,24.0,1.13874,0.09,4.8
5.0,396000.0,2.2,2.2,-0.69,0.01,0.25511,9.9e+37,0.0797,397000.0,24.0,1.14177,0.09,4.8
5.0,397000.0,2.2,2.2,-0.68,0.01,0.25455,9.9e+37,0.0802,397000.0,24.0,1.14716,0.09,5.2
5.0,398000.0,2.2,2.2,-0.7,0.01,0.2524,9.9e+37,0.0792,397000.0,24.0,1.12903,0.09,4.8
5.0,399000.0,2.5,2.5,-0.69,0.01,0.25256,0.031,0.079,400000.0,24.0,1.12901,0.1,4.8
5.0,400000.0,2.2,2.2,-0.7,0.014,0.25048,9.9e+37,0.0799,400000.0,24.0,1.12992,0.1,4.8
5.0,401000.0,2.5,2.5,-0.67,0.01,0.25154,9.9e+37,0.0785,400000.0,24.0,1.11645,0.09,4.8
5.0,402000.0,2.2,2.2,-0.67,0.01,0.25143,9.9e+37,0.0795,403000.0,24.0,1.12406,0.09,4.8
5.0,403000.0,2.2,2.2,-0.67,0.01,0.25056,9.9e+37,0.0788,403000.0,24.0,1.11409,0.1,4.8
5.0,404000.0,2.5,2.5,-0.69,0.01,0.24893,9.9e+37,0.0778,403000.0,24.0,1.10698,0.09,4.8
5.0,405000.0,2.2,2.2,-0.66,0.01,0.25005,9.9e+37,0.0799,407000.0,24.0,1.10499,0.09,4.8
5.0,406000.0,2.2,2.2,-0.64,0.01,0.24734,9.9e+37,0.0788,407000.0,24.0,1.10756,0.09,4.8
5.0,407000.0,2.2,2.2,-0.68,0.01,0.24799,9.9e+37,0.0785,407000.0,24.0,1.10708,0.09,5.2
5.0,408000.0,2.2,2.2,-0.67,0.01,0.2461,0.031,0.0776,407000.0,24.0,1.10613,0.09,4.8
5.0,409000.0,2.2,2.2,-0.69,0.01,0.24577,9.9e+37,0.0791,410000.0,24.0,1.10469,0.09,4.8
5.0,410000.0,2.2,2.2,-0.7,0.01,0.24638,9.9e+37,0.0783,410000.0,24.0,1.09674,0.08,4.8
5.0,411000.0,2.2,2.2,-0.68,0.01,0.24446,9.9e+37,0.0773,410000.0,24.0,1.08206,0.08,4.8
5.0,412000.0,1.9,1.9,-0.69,0.01,0.24607,0.031,0.0793,413000.0,24.0,1.08648,0.09,4.8
5.0,413000.0,2.2,2.2,-0.67,0.01,0.24258,9.9e+37,0.0782,413000.0,24.0,1.08713,0.09,4.8
5.0,414000.0,2.5,2.5,-0.69,0.01,0.24361,9.9e+37,0.0776,413000.0,24.0,1.08165,0.09,4.8
5.0,415000.0,2.2,2.2,-0.65,0.01,0.24116,9.9e+37,0.0773,413000.0,24.0,1.0759,0.08,4.8
5.0,416000.0,2.2,2.2,-0.69,0.01,0.24069,0.031,0.0775,417000.0,24.0,1.08064,0.09,5.2
5.0,417000.0,2.5,2.5,-0.68,0.01,0.24133,9.9e+37,0.0775,417000.0,24.0,1.06049,0.09,4.8
5.0,418000.0,2.2,2.2,-0.68,0.014,0.24136,9.9e+37,0.0765,420000.0,24.0,1.06002,0.1,4.8
5.0,419000.0,2.2,2.2,-0.68,0.01,0.23821,9.9e+37,0.077,420000.0,24.0,1.07711,0.1,5.2
5.0,420000.0,1.9,1.9,-0.67,0.01,0.24021,0.031,0.077,420000.0,24.0,1.05636,0.1,4.8
5.0,421000.0,2.2,2.2,-0.68,0.01,0.23784,9.9e+37,0.0773,420000.0,24.0,1.06249,0.09,4.8
5.0,422000.0,2.2,2.2,-0.65,0.01,0.23861,9.9e+37,0.0768,420000.0,24.0,1.06048,0.09,4.8
5.0,423000.0,2.2,2.2,-0.66,0.01,0.23478,0.031,0.0758,424000.0,24.0,1.04843,0.1,4.8
5.0,424000.0,2.2,2.2,-0.7,0.014,0.23678,0.031,0.078,424000.0,24.0,1.05295,0.08,4.8
5.0,425000.0,1.9,1.9,-0.66,0.01,0.23673,9.9e+37,0.0774,427000.0,24.0,1.05286,0.09,4.8
5.0,426000.0,1.9,1.9,-0.65,0.01,0.23646,9.9e+37,0.0768,427000.0,24.0,1.04964,0.08,4.8
5.0,427000.0,1.9,1.9,-0.67,0.01,0.23502,0.031,0.0792,427000.0,24.0,1.03832,0.1,4.8
5.0,428000.0,2.2,2.2,-0.69,0.01,0.23644,9.9e+37,0.0785,427000.0,24.0,1.0464,0.08,4.8
5.0,429000.0,2.2,2.2,-0.69,0.01,0.23314,9.9e+37,0.0777,427000.0,24.0,1.03472,0.09,4.8
5.0,430000.0,1.9,1.9,-0.64,0.01,0.23304,9.9e+37,0.0776,431000.0,24.0,1.04008,0.1,4.8
5.0,431000.0,2.5,2.5,-0.68,0.014,0.23157,9.9e+37,0.0774,431000.0,24.0,1.02506,0.1,4.8
5.0,432000.0,2.2,2.2,-0.7,0.01,0.23134,9.9e+37,0.0776,431000.0,24.0,1.04877,0.1,5.2
5.0,433000.0,1.9,1.9,-0.69,0.01,0.23153,9.9e+37,0.0781,435000.0,24.0,1.02463,0.09,4.8
5.0,434000.0,2.2,2.2,-0.68,0.01,0.23038,0.031,0.0787,435000.0,24.0,1.00792,0.09,4.8
5.0,435000.0,1.9,1.9,-0.66,0.01,0.23008,0.031,0.08,435000.0,24.0,1.0233,0.09,4.8
5.0,436000.0,1.9,1.9,-0.7,0.01,0.23033,9.9e+37,0.0768,435000.0,24.0,1.01353,0.09,4.8
5.0,437000.0,1.9,1.9,-0.67,0.01,0.22884,9.9e+37,0.0769,435000.0,24.0,1.01226,0.09,4.4
5.0,438000.0,2.2,2.2,-0.71,0.01,0.22803,9.9e+37,0.0779,439000.0,24.0,1.0218,0.09,4.8
5.0,439000.0,1.9,1.9,-0.66,0.01,0.22793,9.9e+37,0.0777,439000.0,24.0,1.00094,0.09,4.4
5.0,440000.0,2.2,2.2,-0.69,0.01,0.22652,0.031,0.0778,442000.0,24.0,1.01171,0.09,4.8
5.0,441000.0,1.9,1.9,-0.74,0.01,0.22685,9.9e+37,0.0774,442000.0,24.0,1.00153,0.1,4.8
5.0,442000.0,2.2,2.2,-0.69,0.01,0.22723,9.9e+37,0.0772,442000.0,24.0,1.00475,0.1,4.8
5.0,443000.0,1.9,1.9,-0.67,0.01,0.22755,9.9e+37,0.0774,442000.0,24.0,0.99617,0.1,4.8
5.0,444000.0,2.2,2.2,-0.68,0.01,0.22581,0.031,0.0772,442000.0,24.0,0.98527,0.1,4.8
5.0,445000.0,1.9,1.9,-0.66,0.01,0.22551,0.031,0.0779,442000.0,24.0,0.98951,0.1,4.4
5.0,446000.0,1.9,1.9,-0.67,0.01,0.22297,0.031,0.0774,446000.0,24.0,0.97164,0.1,4.4
5.0,447000.0,1.9,1.9,-0.66,0.01,0.22587,9.9e+37,0.0764,446000.0,24.0,0.97399,0.1,4.4
5.0,448000.0,2.2,2.2,-0.69,0.01,0.22386,0.031,0.0761,450000.0,24.0,0.99043,0.1,4.8
5.0,449000.0,2.2,2.2,-0.69,0.01,0.22502,9.9e+37,0.0766,450000.0,24.0,0.97875,0.1,4.8
5.0,450000.0,2.2,2.2,-0.68,0.016,0.22349,9.9e+37,0.0771,450000.0,24.0,0.97634,0.09,4.4
5.0,451000.0,2.2,2.2,-0.67,0.01,0.22296,9.9e+37,0.0769,450000.0,24.0,1.01653,0.11,4.8
5.0,452000.0,2.2,2.2,-0.66,0.01,0.22017,9.9e+37,0.0754,450000.0,24.0,0.97112,0.09,4.4
5.0,453000.0,1.9,1.9,-0.66,0.01,0.22089,9.9e+37,0.076,450000.0,24.0,0.97434,0.1,4.8
5.0,454000.0,2.2,2.2,-0.66,0.01,0.21983,9.9e+37,0.0756,455000.0,24.0,1.02499,0.1,4.8
5.0,455000.0,1.9,1.9,-0.67,0.01,0.21837,0.031,0.0739,455000.0,24.0,0.98457,0.1,4.8
5.0,456000.0,1.9,1.9,-0.69,0.01,0.22041,9.9e+37,0.0766,459000.0,24.0,0.96095,0.09,4.8
5.0,457000.0,1.9,1.9,-0.66,0.01,0.21767,0.031,0.0758,459000.0,24.0,0.9509,0.09,4.8
5.0,458000.0,1.9,1.9,-0.68,0.01,0.21787,0.031,0.076,459000.0,24.0,0.95708,0.1,4.8
5.0,459000.0,2.2,2.2,-0.65,0.01,0.21695,9.9e+37,0.0756,459000.0,24.0,0.95576,0.1,4.8
5.0,460000.0,1.9,1.9,-0.71,0.01,0.21823,9.9e+37,0.0752,459000.0,24.0,0.94411,0.09,4.4
5.0,461000.0,2.2,2.2,-0.67,0.01,0.21633,9.9e+37,0.0766,459000.0,24.0,0.95058,0.1,4.8
5.0,462000.0,1.9,1.9,-0.67,0.01,0.21649,9.9e+37,0.0751,459000.0,24.0,0.94129,0.1,4.4
5.0,463000.0,1.9,1.9,-0.66,0.017,0.21731,9.9e+37,0.0761,463000.0,24.0,0.94794,0.1,4.8
5.0,464000.0,1.9,1.9,-0.69,0.01,0.21568,9.9e+37,0.0754,463000.0,24.0,0.9462,0.11,4.8
5.0,465000.0,1.9,1.9,-0.71,0.01,0.21433,9.9e+37,0.0758,467000.0,24.0,0.94077,0.1,4.8
5.0,466000.0,1.9,1.9,-0.67,0.01,0.21543,0.031,0.0751,467000.0,24.0,0.938,0.09,4.8
5.0,467000.0,1.9,1.9,-0.66,0.01,0.21225,0.031,0.075,467000.0,24.0,0.92907,0.09,3.8
5.0,468000.0,2.2,2.2,-0.66,0.01,0.21356,9.9e+37,0.0748,467000.0,24.0,0.93363,0.09,4.4
5.0,469000.0,1.9,1.9,-0.67,0.01,0.21196,0.031,0.0751,467000.0,24.0,0.93059,0.1,4.4
5.0,470000.0,1.9,1.9,-0.69,0.01,0.2119,9.9e+37,0.0764,467000.0,24.0,0.91794,0.09,3.8
5.0,471000.0,2.5,2.5,-0.66,0.01,0.21427,9.9e+37,0.0755,472000.0,24.0,0.92871,0.09,3.8
5.0,472000.0,1.9,1.9,-0.71,0.01,0.21038,9.9e+37,0.0761,472000.0,24.0,0.92226,0.09,4.8
5.0,473000.0,1.9,1.9,-0.71,0.01,0.21068,0.031,0.0756,476000.0,24.0,0.91958,0.1,4.4
5.0,474000.0,1.9,1.9,-0.63,0.01,0.21049,9.9e+37,0.0767,476000.0,24.0,0.92266,0.1,4.4
5.0,475000.0,1.9,1.9,-0.71,0.015,0.21129,0.031,0.0757,476000.0,24.0,0.91857,0.09,3.8
5.0,476000.0,1.9,1.9,-0.7,0.01,0.20979,0.031,0.0769,476000.0,24.0,0.90825,0.1,3.8
5.0,477000.0,1.9,1.9,-0.7,0.016,0.21001,9.9e+37,0.0765,476000.0,24.0,0.91262,0.09,3.8
5.0,478000.0,2.2,2.2,-0.66,0.01,0.20845,0.031,0.0775,476000.0,24.0,0.91432,0.1,3.8
5.0,479000.0,2.2,2.2,-0.69,0.01,0.20805,9.9e+37,0.0755,476000.0,24.0,0.90749,0.1,4.8
5.0,480000.0,1.9,1.9,-0.68,0.01,0.20956,9.9e+37,0.0766,481000.0,24.0,0.91095,0.1,3.8
5.0,481000.0,1.9,1.9,-0.67,0.01,0.20877,0.031,0.0764,481000.0,24.0,0.90179,0.1,4.8
5.0,482000.0,1.9,1.9,-0.71,0.01,0.20693,9.9e+37,0.0764,485000.0,24.0,0.89813,0.1,3.8
5.0,483000.0,1.9,1.9,-0.68,0.01,0.20711,9.9e+37,0.076,485000.0,24.0,0.90536,0.09,4.4
5.0,484000.0,1.9,1.9,-0.69,0.01,0.205,9.9e+37,0.0767,485000.0,24.0,0.88543,0.1,3.8
5.0,485000.0,2.2,2.2,-0.67,0.01,0.20622,9.9e+37,0.0764,485000.0,24.0,0.89169,0.1,3.8
5.0,486000.0,1.9,1.9,-0.68,0.01,0.20545,9.9e+37,0.0772,485000.0,24.0,0.89278,0.1,3.8
5.0,487000.0,1.9,1.9,-0.69,0.01,0.2047,0.031,0.0777,485000.0,24.0,0.89438,0.09,4.0
5.0,488000.0,1.9,1.9,-0.67,0.01,0.20411,0.031,0.0782,485000.0,24.0,0.88015,0.1,3.8
5.0,489000.0,1.9,1.9,-0.75,0.01,0.20206,0.031,0.0767,485000.0,24.0,0.89072,0.1,3.8
5.0,490000.0,1.9,1.9,-0.66,0.01,0.20243,0.031,0.0745,490000.0,24.0,0.88698,0.1,3.8
5.0,491000.0,1.9,1.9,-0.68,0.01,0.20311,0.031,0.0765,490000.0,24.0,0.89852,0.1,3.8
5.0,492000.0,1.9,1.9,-0.71,0.017,0.20167,9.9e+37,0.0761,495000.0,24.0,0.88928,0.1,3.8
5.0,493000.0,1.9,1.9,-0.68,0.01,0.20116,9.9e+37,0.0765,495000.0,24.0,0.87351,0.1,4.0
5.0,494000.0,1.9,1.9,-0.66,0.01,0.20245,0.031,0.0761,495000.0,24.0,0.86989,0.1,3.8
5.0,495000.0,1.9,1.9,-0.68,0.01,0.20221,9.9e+37,0.0752,495000.0,24.0,0.87554,0.1,3.8
5.0,496000.0,1.9,1.9,-0.68,0.01,0.20207,0.031,0.0742,495000.0,24.0,0.87717,0.1,3.8
5.0,497000.0,1.9,1.9,-0.7,0.01,0.20028,0.031,0.0756,495000.0,24.0,0.87072,0.1,4.0
5.0,498000.0,1.9,1.9,-0.67,0.016,0.20104,9.9e+37,0.0761,495000.0,24.0,0.86748,0.1,3.8
5.0,499000.0,2.2,2.2,-0.71,0.01,0.20026,0.031,0.0762,500000.0,24.0,0.857,0.1,4.0
5.0,500000.0,1.9,1.9,-0.67,0.01,0.20009,9.9e+37,0.0751,500000.0,24.0,0.85733,0.1,4.0
1.0,139700.0,19.7,19.7,-0.66,9.9e+37,9.9e+37,0.281,1.7606,139700.0,23.0,9.9e+37,9.9e+37,12.9
1.5,139700.0,17.5,17.5,-0.63,0.026,4.17803,0.225,1.8071,139700.0,23.0,6.78781,0.23,16.1
2.2,139700.0,15.6,15.6,-0.58,0.022,3.5943,0.181,1.7381,139700.0,23.0,8.33672,0.2,19.3
3.3,139700.0,12.5,12.5,-0.68,0.019,2.89381,0.15,1.5389,139700.0,23.0,9.87444,0.18,21.7
4.7,139700.0,10.0,10.0,-0.69,0.017,2.29671,0.125,1.2948,139700.0,23.0,10.99703,0.15,24.1
6.8,139700.0,7.8,7.8,-0.67,0.017,1.73894,0.106,1.0232,139700.0,24.0,11.9047,0.14,25.7
10.0,139700.0,6.3,6.3,-0.68,0.01,1.26521,0.081,0.7727,139700.0,24.0,12.57709,0.13,26.9
