resistance_ohm,frequency_Hz,V_IN_V,I_IN_A,P_IN_W,I_OUT_A,V_OUT_V,P_OUT_W
5.0,398000.0,23.9986094,0.0227359912,0.5456321721306373,0.2254964,1.122078,0.2530225
5.0,399000.0,23.9989358,0.0227096575,0.5450076123824885,0.2247174,1.122848,0.2524787
5.0,400000.0,23.999314,0.0226695968,0.5440547718565951,0.2241547,1.122078,0.2515918
5.0,401000.0,23.9995011,0.0225348126,0.5408242597819938,0.2234328,1.11108,0.2482219
5.0,402000.0,23.999721,0.0225029839,0.5400653352674919,0.2226856,1.110807,0.2474098
5.0,403000.0,23.998651,0.0224756094,0.5393843060029193,0.2221187,1.111364,0.2467123
5.0,404000.0,23.999202,0.0223380258,0.5360947934554117,0.2214445,1.099541,0.2436018
5.0,405000.0,23.9997313,0.0223057391,0.5353317448479038,0.2204818,1.099355,0.2422458
5.0,406000.0,23.9992497,0.0222750814,0.5345852406064255,0.2200015,1.098853,0.2418381
5.0,407000.0,23.9990367,0.022251097,0.53400489351826,0.2195155,1.099513,0.2413621
5.0,408000.0,23.9994172,0.0222086105,0.5329937088218006,0.2188685,1.09799,0.2402608
5.0,409000.0,23.9992364,0.022181482,0.5323386302203448,0.2180552,1.098091,0.2394128
5.0,410000.0,23.9990893,0.022085169,0.5300239430365917,0.217291,1.090496,0.2370567
5.0,411000.0,24.0001596,0.0219652243,0.5271688888497983,0.2168511,1.079797,0.2341093
5.0,412000.0,23.9989261,0.0219249179,0.5261744844306672,0.2161527,1.078184,0.2329725
5.0,413000.0,23.9988729,0.0219033543,0.5256558159293685,0.2155395,1.068332,0.2302469
5.0,414000.0,23.9990063,0.0218831363,0.5251735259274588,0.2149255,1.079208,0.2319818
5.0,415000.0,23.9981807,0.0217527351,0.5220260676490326,0.2142468,1.067288,0.2286314
5.0,416000.0,23.9994623,0.0218238114,0.5237597389366102,0.213669,1.078326,0.2303768
5.0,417000.0,23.9989109,0.0216166341,0.5187756757238017,0.2130173,1.056842,0.2252167
5.0,418000.0,23.9995259,0.0215859063,0.5180515173218231,0.2124138,1.055949,0.2243672
5.0,419000.0,23.9987427,0.0216635247,0.5198973552503947,0.2116022,1.067728,0.2261672
5.0,420000.0,23.9991231,0.0215391849,0.5169215498887612,0.2112212,1.055966,0.2231682
5.0,421000.0,23.9994286,0.0215098415,0.5162239052765669,0.2106936,1.054921,0.2222194
5.0,422000.0,23.9996665,0.0215014876,0.5160285316538854,0.2100973,1.05643,0.2220204
5.0,423000.0,23.9995132,0.0213852497,0.5132355824604461,0.209591,1.045256,0.2190375
5.0,424000.0,23.9990178,0.0213593748,0.5126040160220715,0.2090906,1.044302,0.2181928
5.0,425000.0,23.9987126,0.021343128,0.5122075948570128,0.2081975,1.045064,0.2177119
5.0,426000.0,23.9985778,0.0213187243,0.5116190637103005,0.2078361,1.044302,0.2170347
5.0,427000.0,23.9987152,0.0212028157,0.5088403354223886,0.2072875,1.032832,0.2139952
5.0,428000.0,23.9989587,0.021273222,0.5105351761939314,0.2064921,1.043791,0.215638
5.0,429000.0,23.9993738,0.0211586741,0.5077949288382786,0.2062128,1.032196,0.2127977
5.0,430000.0,23.9991605,0.0211415681,0.5073798860535801,0.2056078,1.032308,0.2122942
5.0,431000.0,23.9992837,0.0210318203,0.5047486221071191,0.2048568,1.021076,0.2092639
5.0,432000.0,23.9990334,0.0211996589,0.5087713220097072,0.2045308,1.043461,0.2133586
5.0,433000.0,23.9994917,0.0210041828,0.5040897107738828,0.2037059,1.021953,0.2080539
5.0,434000.0,23.9982147,0.0208877543,0.5012688122922482,0.2032498,1.009777,0.2051833
5.0,435000.0,23.9990944,0.020963739,0.5031107512379616,0.2024714,1.020706,0.2067124
5.0,436000.0,23.9981352,0.0208670895,0.5007712350515005,0.2022225,1.01095,0.2042569
5.0,437000.0,23.9994938,0.0208383275,0.5001093116386195,0.201801,1.009186,0.2035252
5.0,438000.0,23.998845,0.0209134027,0.5018975098198815,0.2010366,1.02035,0.205141
5.0,439000.0,23.9991976,0.020724004,0.4973594670591904,0.2005094,0.9991501,0.2002488
5.0,440000.0,23.9992566,0.0208009418,0.49920713977986586,0.200035,1.010144,0.2019602
5.0,441000.0,23.9988722,0.0207031477,0.496852195790024,0.1995587,0.999485,0.1994169
5.0,442000.0,23.9984956,0.0206843639,0.4963936160429488,0.1989794,0.9991872,0.1987552
5.0,443000.0,23.9989153,0.0206647437,0.49593143375250864,0.1985253,0.998281,0.1980994
5.0,444000.0,23.9986336,0.0205645043,0.49352000386132455,0.1977095,0.9876828,0.195304
5.0,445000.0,23.9992111,0.0205533689,0.4932646390472748,0.1973471,0.9875559,0.1947929
5.0,446000.0,23.9998612,0.0204439284,0.4906514439827381,0.196807,0.9755142,0.1919412
5.0,447000.0,24.0001795,0.020436175,0.49047186829341255,0.1962368,0.9757156,0.1915364
5.0,448000.0,23.9987665,0.020518367,0.49241549859430545,0.1955641,0.9871957,0.1928653
5.0,449000.0,23.9993971,0.0204066642,0.48974763762215384,0.1949734,0.9748518,0.1900509
5.0,450000.0,23.9980121,0.020402388,0.48961675409289485,0.1947208,0.9755983,0.1898541
5.0,451000.0,23.9989178,0.0206674426,0.49599625609361825,0.1940097,1.010305,0.196034
5.0,452000.0,23.9994413,0.0202934185,0.4870307060670841,0.1936036,0.9641435,0.1867109
5.0,453000.0,23.9994079,0.0203656947,0.48876461427216816,0.1929735,0.9744147,0.1880823
5.0,454000.0,23.9990435,0.0207276739,0.4974443475799146,0.192555,1.021452,0.1966707
5.0,455000.0,23.9988554,0.0204478234,0.4907243570213363,0.1918774,0.9872072,0.1894343
5.0,456000.0,23.9985864,0.0201910008,0.4845554772012692,0.1917631,0.9558583,0.1832828
5.0,457000.0,23.9988299,0.0201753719,0.4841853183973398,0.1914325,0.9549418,0.1827215
5.0,458000.0,23.9990093,0.0201699159,0.4840579992643179,0.1908421,0.9552005,0.1822702
5.0,459000.0,23.9984306,0.0201626991,0.48387313506003243,0.1902489,0.9552441,0.181595
5.0,460000.0,23.9991875,0.0200679086,0.48161350122426255,0.1898709,0.9441996,0.1793287
5.0,461000.0,23.9995014,0.0200547253,0.4813034079139654,0.1890732,0.9435798,0.1784299
5.0,462000.0,23.9993688,0.0200479726,0.48113868811969485,0.1886382,0.9429205,0.1777934
5.0,463000.0,23.9991872,0.0200473787,0.4811207942905927,0.1881673,0.9438527,0.1774771
5.0,464000.0,23.9995582,0.020041555,0.48098846564100095,0.1878447,0.9438359,0.1772135
5.0,465000.0,23.9987944,0.0200293257,0.4806796694449361,0.1873602,0.9430256,0.1766278
5.0,466000.0,23.9980157,0.019941318,0.4785520624426926,0.1868972,0.9322681,0.1742351
5.0,467000.0,23.99921,0.0199391991,0.478525026432711,0.1860987,0.9325076,0.1735728
5.0,468000.0,23.9990198,0.0199404143,0.4785503976059031,0.1858434,0.9333432,0.1734208
5.0,469000.0,23.9991787,0.0199300166,0.4783040298773664,0.1853611,0.9325803,0.172963
5.0,470000.0,23.9983091,0.0198365144,0.4760428040378011,0.1846964,0.9209239,0.1701654
5.0,471000.0,23.9991234,0.0199176857,0.47800699695671534,0.1844324,0.932029,0.1718606
5.0,472000.0,23.9992999,0.0198338594,0.4759987399150341,0.1841088,0.9216464,0.1696405
5.0,473000.0,23.9985389,0.0198245504,0.4757602439494106,0.183553,0.9207575,0.1690383
5.0,474000.0,23.9990788,0.0198216936,0.4757023866558556,0.1832714,0.9202178,0.1686898
5.0,475000.0,23.998332,0.0198230069,0.4757191008244908,0.1827951,0.9208655,0.1683148
5.0,476000.0,23.9992056,0.0197340629,0.47360183286043217,0.1822876,0.9095979,0.1659416
5.0,477000.0,23.9994088,0.0197406481,0.4737638837288433,0.1817661,0.9103577,0.1654403
5.0,478000.0,23.9986552,0.0198182271,0.4756107988481959,0.1812476,0.9209768,0.166886
5.0,479000.0,23.9983457,0.0197272473,0.47342130041479163,0.1810741,0.9093944,0.1646762
5.0,480000.0,23.9985411,0.0197221824,0.47330360490809664,0.1804651,0.9088485,0.1641225
5.0,481000.0,23.9987439,0.0196394647,0.47132248366839036,0.1801368,0.8976953,0.1616932
5.0,482000.0,23.9990004,0.0196306338,0.47111558841845347,0.1795209,0.8968464,0.1610478
5.0,483000.0,23.9985869,0.0197169703,0.4731794251492691,0.1792823,0.9083102,0.1628599
5.0,484000.0,23.9987846,0.0195552001,0.4693010350097985,0.1788511,0.8866957,0.158563
5.0,485000.0,23.9982328,0.0196306781,0.4711015830656617,0.1785541,0.8970445,0.1600943
5.0,486000.0,23.9981346,0.0196316026,0.47112184160850995,0.1779542,0.8971037,0.1595312
5.0,487000.0,23.9988222,0.0196306355,0.4711121310375081,0.1776328,0.8968102,0.1592596
5.0,488000.0,23.9982336,0.0195490002,0.4691414734460467,0.1771648,0.8855549,0.1568622
5.0,489000.0,23.9979627,0.0195544546,0.4692670721096434,0.1767123,0.8864716,0.1567279
5.0,490000.0,23.9986983,0.0195551652,0.46929850984145915,0.1763048,0.8862036,0.1561816
5.0,491000.0,23.9985326,0.0196353848,0.47122042223634447,0.1761805,0.8971542,0.1580529
5.0,492000.0,23.9976494,0.0195579495,0.46934481508390535,0.1756312,0.8864064,0.1556923
5.0,493000.0,23.9970675,0.0194802168,0.46746807746423397,0.1751349,0.8754405,0.1532705
5.0,494000.0,23.9981654,0.0194815983,0.4675226182597588,0.1747397,0.8755116,0.1530015
5.0,495000.0,23.9978355,0.0194850149,0.46759818228524896,0.1744891,0.875305,0.1526705
5.0,496000.0,23.9970213,0.0194837235,0.46755132783281056,0.1739349,0.8753034,0.1522541
5.0,497000.0,23.9983255,0.0194814528,0.4675222455072864,0.1736881,0.8745772,0.1518504
5.0,498000.0,23.9982057,0.0194810468,0.46751016835772674,0.173177,0.8739387,0.1513558
5.0,499000.0,23.9985304,0.0194003009,0.46557871091779734,0.1728196,0.8624363,0.1490592
5.0,500000.0,23.9982397,0.0194010241,0.46559042677727674,0.1723944,0.8622745,0.1486495
1.0,139700.0,23.9666791,1.74086713,41.72280386044798,4.519659,4.521263,20.43369
1.5,139700.0,23.9659116,1.77135356,42.4521028313053,4.150826,6.227698,25.85005
2.2,139700.0,23.9677124,1.70127431,40.77565337558845,3.562473,7.839068,27.92581
3.3,139700.0,23.9706832,1.49993809,35.95454077500308,2.864033,9.45768,27.08689
4.7,139700.0,23.9757445,1.25324706,30.04753130593617,2.26519,10.64882,24.12233
6.8,139700.0,23.9807848,0.980161827,23.505049842461826,1.708543,11.62114,19.8553
10.0,139700.0,23.9853118,0.724697749,17.38210147052314,1.234577,12.35091,15.24787
