#, Frequency (Hz), Amplitude (Vpp), Gain (dB), Phase (°)
653,637193.8,0.2000,-4.00,-4.12
654,643535.6,0.2000,-4.01,-4.46
655,649940.5,0.2000,-4.00,-4.24
656,656409.2,0.2000,-4.00,-4.30
657,662942.2,0.2000,-3.99,-4.36
658,669540.3,0.2000,-3.97,-4.62
659,676204.0,0.2000,-3.97,-4.67
660,682934.1,0.2000,-3.96,-4.67
661,689731.1,0.2000,-3.95,-4.50
662,696595.8,0.2000,-3.96,-4.48
663,703528.8,0.2000,-3.94,-4.93
664,710530.8,0.2000,-3.93,-4.88
665,717602.5,0.2000,-3.92,-5.01
666,724744.5,0.2000,-3.93,-5.10
667,731957.7,0.2000,-3.89,-4.82
668,739242.6,0.2000,-3.90,-5.10
669,746600.1,0.2000,-3.89,-5.22
670,754030.8,0.2000,-3.89,-5.20
671,761535.4,0.2000,-3.89,-5.04
672,769114.7,0.2000,-3.86,-5.06
673,776769.5,0.2000,-3.87,-5.46
674,784500.4,0.2000,-3.84,-5.50
675,792308.3,0.2000,-3.84,-5.25
676,800193.9,0.2000,-3.83,-5.33
677,808158.0,0.2000,-3.82,-5.61
678,816201.3,0.2000,-3.80,-5.44
679,824324.7,0.2000,-3.81,-5.45
680,832529.0,0.2000,-3.78,-5.85
681,840814.9,0.2000,-3.77,-5.98
682,849183.3,0.2000,-3.76,-6.01
683,857634.9,0.2000,-3.74,-5.72
684,866170.7,0.2000,-3.75,-6.13
685,874791.4,0.2000,-3.74,-6.19
686,883498.0,0.2000,-3.73,-6.02
687,892291.1,0.2000,-3.70,-6.07
688,901171.8,0.2000,-3.69,-6.35
689,910140.9,0.2000,-3.69,-6.19
690,919199.3,0.2000,-3.68,-6.59
691,928347.8,0.2000,-3.66,-6.67
692,937587.3,0.2000,-3.64,-6.40
693,946918.8,0.2000,-3.62,-6.78
694,956343.2,0.2000,-3.62,-6.93
695,965861.4,0.2000,-3.60,-7.02
696,975474.3,0.2000,-3.58,-7.04
697,985182.9,0.2000,-3.57,-7.11
698,994988.1,0.2000,-3.57,-7.23
699,1004891.0,0.2000,-3.54,-7.28
700,1014892.3,0.2000,-3.51,-7.04
701,1024993.2,0.2000,-3.50,-7.50
702,1035194.7,0.2000,-3.50,-7.59
703,1045497.6,0.2000,-3.48,-7.68
704,1055903.2,0.2000,-3.45,-7.79
705,1066412.2,0.2000,-3.43,-7.45
706,1077025.9,0.2000,-3.41,-7.92
707,1087745.2,0.2000,-3.41,-7.97
708,1098571.2,0.2000,-3.39,-8.14
709,1109504.9,0.2000,-3.36,-8.23
710,1120547.5,0.2000,-3.36,-8.35
711,1131700.0,0.2000,-3.32,-8.44
712,1142963.4,0.2000,-3.30,-8.54
713,1154339.0,0.2000,-3.29,-8.66
714,1165827.7,0.2000,-3.25,-8.32
715,1177430.9,0.2000,-3.24,-8.49
716,1189149.5,0.2000,-3.21,-9.00
717,1200984.7,0.2000,-3.19,-9.06
718,1212937.7,0.2000,-3.17,-9.26
719,1225009.7,0.2000,-3.14,-9.39
720,1237201.9,0.2000,-3.13,-9.39
721,1249515.4,0.2000,-3.09,-9.57
722,1261951.4,0.2000,-3.07,-9.34
723,1274511.2,0.2000,-3.06,-9.79
724,1287196.0,0.2000,-3.01,-9.85
725,1300007.1,0.2000,-2.99,-10.08
726,1312945.6,0.2000,-2.97,-9.74
727,1326013.0,0.2000,-2.92,-10.37
728,1339210.4,0.2000,-2.90,-10.49
729,1352539.1,0.2000,-2.88,-10.60
730,1366000.5,0.2000,-2.85,-10.30
731,1379595.9,0.2000,-2.81,-10.43
732,1393326.6,0.2000,-2.78,-10.58
733,1407193.9,0.2000,-2.74,-10.70
734,1421199.3,0.2000,-2.73,-11.47
735,1435344.1,0.2000,-2.67,-11.00
736,1449629.6,0.2000,-2.64,-11.75
737,1464057.3,0.2000,-2.60,-11.32
738,1478628.6,0.2000,-2.56,-11.54
739,1493344.9,0.2000,-2.52,-12.19
740,1508207.7,0.2000,-2.48,-11.80
741,1523218.5,0.2000,-2.47,-12.48
742,1538378.6,0.2000,-2.41,-12.76
743,1553689.6,0.2000,-2.37,-12.37
744,1569153.0,0.2000,-2.34,-13.13
745,1584770.3,0.2000,-2.29,-13.32
746,1600543.0,0.2000,-2.25,-13.51
747,1616472.7,0.2000,-2.20,-13.75
748,1632561.0,0.2000,-2.14,-14.04
749,1648809.3,0.2000,-2.10,-13.53
750,1665219.4,0.2000,-2.06,-14.28
751,1681792.8,0.2000,-2.02,-13.98
752,1698531.2,0.2000,-1.95,-14.78
753,1715436.1,0.2000,-1.90,-15.21
754,1732509.3,0.2000,-1.86,-15.33
755,1749752.5,0.2000,-1.78,-15.56
756,1767167.2,0.2000,-1.74,-15.74
757,1784755.3,0.2000,-1.67,-16.22
758,1802518.4,0.2000,-1.61,-16.36
759,1820458.3,0.2000,-1.56,-16.59
760,1838576.8,0.2000,-1.50,-16.36
761,1856875.5,0.2000,-1.44,-17.25
762,1875356.5,0.2000,-1.35,-17.50
763,1894021.3,0.2000,-1.29,-17.94
764,1912871.9,0.2000,-1.24,-18.12
765,1931910.1,0.2000,-1.16,-18.62
766,1951137.8,0.2000,-1.09,-18.96
767,1970556.9,0.2000,-1.02,-19.46
768,1990169.2,0.2000,-0.95,-19.62
769,2009976.8,0.2000,-0.86,-19.34
770,2029981.4,0.2000,-0.79,-20.58
771,2050185.2,0.2000,-0.72,-20.76
772,2070590.1,0.2000,-0.62,-20.47
773,2091198.0,0.2000,-0.53,-21.58
774,2112011.1,0.2000,-0.43,-21.25
775,2133031.2,0.2000,-0.37,-21.81
776,2154260.6,0.2000,-0.28,-23.10
777,2175701.3,0.2000,-0.15,-23.52
778,2197355.4,0.2000,-0.07,-24.18
779,2219225.0,0.2000,0.04,-23.89
780,2241312.3,0.2000,0.13,-24.31
781,2263619.3,0.2000,0.26,-25.69
782,2286148.4,0.2000,0.34,-26.34
783,2308901.8,0.2000,0.47,-26.97
784,2331881.6,0.2000,0.58,-27.73
785,2355090.0,0.2000,0.70,-28.38
786,2378529.5,0.2000,0.82,-28.25
787,2402202.3,0.2000,0.94,-29.79
788,2426110.7,0.2000,1.07,-30.60
789,2450257.0,0.2000,1.20,-30.49
790,2474643.6,0.2000,1.32,-32.39
791,2499273.0,0.2000,1.46,-33.26
792,2524147.5,0.2000,1.61,-34.22
793,2549269.5,0.2000,1.73,-35.26
794,2574641.6,0.2000,1.88,-36.23
795,2600266.2,0.2000,2.04,-37.23
796,2626145.9,0.2000,2.18,-37.37
797,2652283.1,0.2000,2.35,-39.66
798,2678680.4,0.2000,2.49,-40.85
799,2705340.5,0.2000,2.66,-42.39
800,2732265.9,0.2000,2.80,-43.70
801,2759459.3,0.2000,2.95,-45.11
802,2786923.4,0.2000,3.13,-46.73
803,2814660.7,0.2000,3.27,-48.48
804,2842674.2,0.2000,3.44,-50.26
805,2870966.4,0.2000,3.66,-52.25
806,2899540.3,0.2000,3.79,-54.03
807,2928398.5,0.2000,3.93,-56.26
808,2957543.9,0.2000,4.10,-57.35
809,2986979.5,0.2000,4.21,-59.75
810,3016707.9,0.2000,4.35,-63.17
811,3046732.3,0.2000,4.47,-64.70
812,3077055.5,0.2000,4.59,-68.38
813,3107680.5,0.2000,4.65,-71.03
814,3138610.2,0.2000,4.73,-73.99
815,3169847.8,0.2000,4.79,-75.82
816,3201396.4,0.2000,4.83,-79.83
817,3233258.9,0.2000,4.82,-81.95
818,3265438.5,0.2000,4.79,-86.38
819,3297938.4,0.2000,4.75,-89.53
820,3330761.7,0.2000,4.69,-92.71
821,3363911.8,0.2000,4.58,-94.95
822,3397391.7,0.2000,4.45,-97.98
823,3431204.9,0.2000,4.31,-102.33
824,3465354.6,0.2000,4.11,-104.30
825,3499844.2,0.2000,3.93,-108.67
826,3534677.1,0.2000,3.71,-110.46
827,3569856.6,0.2000,3.46,-114.81
828,3605386.3,0.2000,3.18,-117.60
829,3641269.6,0.2000,2.92,-120.39
830,3677510.0,0.2000,2.63,-121.33
831,3714111.1,0.2000,2.31,-125.02
832,3751076.5,0.2000,2.02,-126.16
833,3788409.8,0.2000,1.67,-129.45
834,3826114.7,0.2000,1.33,-130.48
835,3864194.8,0.2000,1.00,-133.61
836,3902654.0,0.2000,0.68,-135.63
837,3941495.9,0.2000,0.32,-135.98
838,3980724.4,0.2000,-0.01,-139.15
839,4020343.3,0.2000,-0.35,-140.82
840,4060356.5,0.2000,-0.65,-142.35
841,4100768.0,0.2000,-0.99,-142.36
842,4141581.6,0.2000,-1.34,-145.16
843,4182801.5,0.2000,-1.66,-146.43
844,4224431.6,0.2000,-1.99,-147.71
845,4266476.1,0.2000,-2.36,-148.96
846,4308939.0,0.2000,-2.68,-148.51
847,4351824.5,0.2000,-2.96,-149.43
848,4395136.9,0.2000,-3.28,-151.78
849,4438880.3,0.2000,-3.58,-152.75
850,4483059.1,0.2000,-3.90,-153.68
851,4527677.6,0.2000,-4.22,-153.01
852,4572740.2,0.2000,-4.51,-155.63
853,4618251.2,0.2000,-4.83,-156.36
854,4664215.3,0.2000,-5.13,-155.65
855,4710636.8,0.2000,-5.43,-157.83
856,4757520.3,0.2000,-5.72,-158.58
857,4804870.4,0.2000,-5.99,-159.31
858,4852691.8,0.2000,-6.28,-159.89
859,4900989.1,0.2000,-6.59,-160.75
860,4949767.1,0.2000,-6.86,-159.63
861,4999030.6,0.2000,-7.17,-162.36
862,5048784.4,0.2000,-7.45,-162.83
863,5099033.4,0.2000,-7.73,-163.38
864,5149782.5,0.2000,-8.00,-164.01
865,5201036.7,0.2000,-8.27,-164.53
866,5252801.0,0.2000,-8.53,-165.25
867,5305080.5,0.2000,-8.78,-165.45
868,5357880.3,0.2000,-9.08,-166.19
869,5411205.6,0.2000,-9.34,-164.59
870,5465061.7,0.2000,-9.58,-166.94
871,5519453.7,0.2000,-9.83,-165.44
872,5574387.1,0.2000,-10.07,-167.83
873,5629867.3,0.2000,-10.35,-168.57
874,5685899.6,0.2000,-10.60,-168.74
875,5742489.6,0.2000,-10.84,-169.18
876,5799642.8,0.2000,-11.10,-167.22
877,5857364.8,0.2000,-11.37,-169.86
878,5915661.4,0.2000,-11.60,189.74
879,5974538.1,0.2000,-11.85,-168.61
880,6034000.8,0.2000,-12.10,188.77
881,6094055.4,0.2000,-12.36,-169.41
882,6154707.6,0.2000,-12.61,188.11
883,6215963.5,0.2000,-12.79,187.86
884,6277829.1,0.2000,-13.02,188.37
885,6340310.3,0.2000,-13.27,188.01
886,6403413.5,0.2000,-13.54,187.84
887,6467144.7,0.2000,-13.77,187.23
888,6531510.2,0.2000,-13.95,187.06
889,6596516.2,0.2000,-14.13,186.70
890,6662169.3,0.2000,-14.42,186.17
891,6728475.8,0.2000,-14.65,186.31
892,6795442.3,0.2000,-14.89,185.68
893,6863075.2,0.2000,-15.13,185.49
894,6931381.2,0.2000,-15.33,185.18
895,7000367.1,0.2000,-15.55,184.64
896,7070039.6,0.2000,-15.78,184.30
897,7140405.5,0.2000,-15.98,184.11
898,7211471.7,0.2000,-16.18,183.79
899,7283245.3,0.2000,-16.44,183.51
900,7355733.2,0.2000,-16.66,183.26
901,7428942.5,0.2000,-16.88,182.71
902,7502880.4,0.2000,-17.04,182.68
903,7577554.3,0.2000,-17.29,182.47
904,7652971.3,0.2000,-17.46,181.84
905,7729139.0,0.2000,-17.71,181.72
906,7806064.7,0.2000,-17.89,181.37
907,7883756.0,0.2000,-18.13,180.91
908,7962220.6,0.2000,-18.30,180.44
909,8041466.1,0.2000,-18.52,180.45
910,8121500.3,0.2000,-18.78,180.12
911,8202331.1,0.2000,-18.96,179.70
912,8283966.3,0.2000,-19.19,179.41
913,8366414.1,0.2000,-19.33,178.78
914,8449682.4,0.2000,-19.54,179.15
915,8533779.5,0.2000,-19.73,178.52
916,8618713.5,0.2000,-19.94,177.98
917,8704492.9,0.2000,-20.15,178.01
918,8791126.0,0.2000,-20.30,177.54
919,8878621.4,0.2000,-20.47,177.23
920,8966987.5,0.2000,-20.71,176.79
921,9056233.2,0.2000,-20.89,176.48
922,9146367.1,0.2000,-21.01,175.87
923,9237398.0,0.2000,-21.24,175.53
924,9329335.0,0.2000,-21.42,175.23
925,9422186.9,0.2000,-21.62,174.72
926,9515963.0,0.2000,-21.76,174.59
927,9610672.5,0.2000,-21.93,173.98
928,9706324.5,0.2000,-22.10,173.58
929,9802928.5,0.2000,-22.27,173.43
930,9900494.0,0.2000,-22.43,173.22
931,9999030.6,0.2000,-22.58,172.66
932,10098547.8,0.2000,-22.71,172.33
933,10199055.5,0.2000,-22.89,171.50
934,10300563.6,0.2000,-23.00,170.89
935,10403081.9,0.2000,-23.17,170.70
936,10506620.5,0.2000,-23.30,170.15
937,10611189.6,0.2000,-23.42,170.00
938,10716799.5,0.2000,-23.54,168.86
939,10823460.5,0.2000,-23.72,168.31
940,10931183.0,0.2000,-23.81,167.66
941,11039977.7,0.2000,-23.92,166.91
942,11149855.2,0.2000,-24.03,166.19
943,11260826.2,0.2000,-24.19,165.62
944,11372901.7,0.2000,-24.21,165.21
945,11486092.7,0.2000,-24.25,164.51
946,11600410.2,0.2000,-24.38,163.63
947,11715865.5,0.2000,-24.44,162.59
948,11832469.8,0.2000,-24.42,161.26
949,11950234.7,0.2000,-24.55,160.35
950,12069171.7,0.2000,-24.62,159.84
951,12189292.4,0.2000,-24.54,158.81
952,12310608.7,0.2000,-24.58,157.65
953,12433132.3,0.2000,-24.56,155.83
954,12556875.4,0.2000,-24.60,155.92
955,12681850.1,0.2000,-24.62,154.73
956,12808068.6,0.2000,-24.58,152.97
957,12935543.4,0.2000,-24.55,151.77
958,13064286.8,0.2000,-24.48,150.69
959,13194311.6,0.2000,-24.38,149.52
960,13325630.5,0.2000,-24.28,148.15
961,13458256.3,0.2000,-24.17,146.37
962,13592202.2,0.2000,-24.11,145.07
963,13727481.1,0.2000,-23.93,143.85
964,13864106.5,0.2000,-23.84,142.19
965,14002091.6,0.2000,-23.68,140.27
966,14141450.1,0.2000,-23.45,138.06
967,14282195.6,0.2000,-23.20,136.20
968,14424341.8,0.2000,-22.95,134.70
969,14567902.8,0.2000,-22.75,133.03
970,14712892.6,0.2000,-22.42,131.04
971,14859325.5,0.2000,-22.18,128.55
972,15007215.7,0.2000,-21.81,126.76
973,15156577.9,0.2000,-21.42,124.54
974,15307426.6,0.2000,-21.09,122.17
975,15459776.7,0.2000,-20.65,120.15
976,15613643.0,0.2000,-20.25,117.59
977,15769040.8,0.2000,-19.79,114.85
978,15925985.1,0.2000,-19.33,111.93
979,16084491.5,0.2000,-18.81,108.59
980,16244575.5,0.2000,-18.33,105.38
981,16406252.7,0.2000,-17.76,101.87
982,16569539.0,0.2000,-17.25,98.35
983,16734450.5,0.2000,-16.74,93.81
984,16901003.3,0.2000,-16.15,90.04
985,17069213.7,0.2000,-15.62,84.80
986,17239098.3,0.2000,-14.94,80.10
987,17410673.7,0.2000,-14.54,74.56
988,17583956.7,0.2000,-13.96,68.16
989,17758964.4,0.2000,-13.50,60.61
990,17935713.8,0.2000,-13.14,54.55
991,18114222.4,0.2000,-12.88,47.01
992,18294507.6,0.2000,-12.67,40.15
993,18476587.2,0.2000,-12.48,33.63
994,18660478.9,0.2000,-12.49,26.37
995,18846200.9,0.2000,-12.48,19.57
996,19033771.3,0.2000,-12.58,13.28
997,19223208.5,0.2000,-12.69,7.17
998,19414531.1,0.2000,-12.90,1.88
999,19607757.9,0.2000,-13.16,-4.07
1000,19802907.8,0.2000,-13.32,-8.33
1001,20000000.0,0.2000,-13.56,-13.70
